museum_id,name,url,location,city,latitude,longitude,image_url,image_alt,page
9063,Museum of Viljandi,https://muuseumikaart.ee/en/museums/museum-of-viljandi/,"J. Laidoneri plats 10, Viljandi",Viljandi,58.36312579999999,25.6000619,https://muuseumikaart.ee/wp-content/uploads/fly-images/7909/46da4556db19c81629f177e5d712b675-290x150-c.jpg,,6
9069,Estonian Applied Art and Design Museum,https://muuseumikaart.ee/en/museums/estonian-applied-art-and-design-museum/,"Lai 17, Tallinn",Tallinn,59.4397399,24.745001,https://muuseumikaart.ee/wp-content/uploads/fly-images/21714/ETDM_Juta-Lember-tool-1975-scaled-290x150-c.jpg,ETDM_Juta Lember tool 1975,3
9075,The Värska Farm Museum,https://muuseumikaart.ee/en/museums/varska-farm-museum/,"Pikk 56/2, Värska",Värska,57.94216849999999,27.6517536,https://muuseumikaart.ee/wp-content/uploads/fly-images/20614/Varska-Farm-Museum2-290x150-c.jpg,Värska-Farm-Museum2,11
9081,The Juhan Liiv Museum,https://muuseumikaart.ee/en/museums/juhan-liiv-museum/,"Rupsi, Peipsiääre vald, Tartumaa",Rupsi,58.5686151,27.1320269,https://muuseumikaart.ee/wp-content/uploads/fly-images/443/1d5e757f8fb1a71981046011cde6c713-290x150-c.jpg,,9
9101,Estonian Sports and Olympic Museum,https://muuseumikaart.ee/en/museums/estonian-sports-and-olympic-museum/,"Rüütli 15, Tartu",Tartu,58.38241079999999,26.7213909,https://muuseumikaart.ee/wp-content/uploads/fly-images/483/e042d070a18a867fe9ddf78ac839a601-290x150-c.jpg,,4
9104,Mart Saar Museum,https://muuseumikaart.ee/en/museums/mart-saar-museum/,"Hüpassaare, Põhja-Sakala vald, Viljandimaa",Karjasoo,58.5280245,25.27036,https://muuseumikaart.ee/wp-content/uploads/fly-images/490/d8407a2d4b9ec63aea9d9f6986142298-290x150-c.jpg,,5
9110,The Estonian Museum of Natural History,https://muuseumikaart.ee/en/museums/estonian-museum-of-natural-history/,"Lai 29a, Tallinn",Tallinn,59.4406846,24.745527,https://muuseumikaart.ee/wp-content/uploads/fly-images/19380/visualista.ee_Loodusmuuseum_02_0034_3500-scaled-290x150-c.jpg,visualista.ee_Loodusmuuseum_02_0034_3500,8
9116,Estonian War Museum,https://muuseumikaart.ee/en/museums/estonian-war-museum/,"Mõisa tee 1, Viimsi, Harjumaa",Viimsi,59.50149459999999,24.8345586,https://muuseumikaart.ee/wp-content/uploads/fly-images/19423/IMG-20220228-WA0001-1-290x150-c.jpg,IMG-20220228-WA0001,4
9118,Tartu City Museum,https://muuseumikaart.ee/en/museums/tartu-city-museum/,"Narva mnt 23, Tartu",Tartu,58.38199400000001,26.7289019,https://muuseumikaart.ee/wp-content/uploads/fly-images/30693/24_04_24_Naituse-Peedist-pesumasin-avamine_Tartu-Linnamuuseum_Piltnik-Kart_veb-024-290x150-c.jpg,24_04_24_Näituse Peedist pesumasin avamine_Tartu Linnamuuseum_Piltnik Kärt_veb-024,8
9120,Palamuse O. Luts’s Parish School Museum,https://muuseumikaart.ee/en/museums/palamuse-school-museum/,"Köstri allee 3, Palamuse, Jõgevamaa",Palamuse,58.6831974,26.58298,https://muuseumikaart.ee/wp-content/uploads/fly-images/20973/672d6b630ac153171614014a82c8b59d-1320x743-SUUR-290x150-c.jpg,672d6b630ac153171614014a82c8b59d-1320x743 SUUR,7
9122,The Mõniste Rural Life Museum,https://muuseumikaart.ee/en/museums/the-moniste-rural-life-museum/,"Kuutsi, Rõuge vald, Võrumaa",Kuutsi,57.5941882,26.5627239,https://muuseumikaart.ee/wp-content/uploads/fly-images/23435/Moniste-atraktsioonid-varskes-ohus-erakogu-scaled-290x150-c.jpg,"Mõniste, atraktsioonid värskes õhus, erakogu",9
9124,The Museum and Visitor Centre of Fat Margaret,https://muuseumikaart.ee/en/museums/museum-and-visitor-centre-of-fat-margaret-estonian-maritime-museum/,"Pikk 70, Tallinn",Tallinn,59.44249689999999,24.749255,https://muuseumikaart.ee/wp-content/uploads/fly-images/530/94bd30de265bc4a56ba4ba2872d65937-290x150-c.jpg,,10
9128,A. H. Tammsaare Museum in Vargamäe,https://muuseumikaart.ee/en/museums/a-h-tammsaare-museum-in-vargamae/,"Tammsaare-Põhja talu, Vetepere, Järvamaa",Vetepere,59.1123069,25.5893716,https://muuseumikaart.ee/wp-content/uploads/fly-images/4995/27a164dbe79f4c2d7f999c7793e6658e-290x150-c.jpg,A.H. Tammsaare muuseum Vargamäel,2
9132,Tartu Toy Museum,https://muuseumikaart.ee/en/museums/tartu-toy-museum/,"Lutsu 8, Tartu",Tartu,58.3815821,26.7235803,https://muuseumikaart.ee/wp-content/uploads/fly-images/546/c6c74c66d6bc11ff66c9198b2f6bcfcc-290x150-c.jpg,,8
9134,KGB Cells Museum in Tartu,https://muuseumikaart.ee/en/museums/kgb-cells-museum/,"Riia 15b, Tartu",Tartu,58.3732101,26.7198909,https://muuseumikaart.ee/wp-content/uploads/fly-images/550/5887c4fe2ee1a4edbe3589ce982d88e9-290x150-c.jpg,,5
9136,Kihnu Museum,https://muuseumikaart.ee/en/museums/kihnu-museum/,"Linaküla, Kihnu vald, Pärnumaa",Linaküla,58.1310193,23.9664199,https://muuseumikaart.ee/wp-content/uploads/fly-images/5095/730c9d9dcb46c01037c3a02d02db694d-290x150-c.jpg,,5
9146,Saatse Museum,https://muuseumikaart.ee/en/museums/saatse-museum/,"Samarina, Setomaa vald, Võrumaa",Samarina,57.8863544,27.7994949,https://muuseumikaart.ee/wp-content/uploads/fly-images/17391/Saatse-Museum_Soir-Day2-290x150-c.png,Saatse-Museum_Sõir-Day2,7
9152,The Song Celebration Museum,https://muuseumikaart.ee/en/museums/song-festival-museum/,"Jaama 14, Tartu",Tartu,58.3864542,26.7325653,https://muuseumikaart.ee/wp-content/uploads/fly-images/5285/da5dcffea5bfaf3975a10afb41077b20-290x150-c.jpg,,10
9154,Museum of the Coastal Swedes,https://muuseumikaart.ee/en/museums/museum-of-the-coastal-swedes/,"Sadama 31/32, Haapsalu, Läänemaa",Haapsalu,58.9555664,23.5280219,https://muuseumikaart.ee/wp-content/uploads/fly-images/5307/a8dba65a0310f3e1e7df7395cca953b8-290x150-c.jpg,,6
9158,Estonian Open Air Museum,https://muuseumikaart.ee/en/museums/estonian-open-air-museum/,"Vabaõhumuuseumi tee 12, Tallinn",Tallinn,59.43528689999999,24.6337308,https://muuseumikaart.ee/wp-content/uploads/fly-images/17700/05D4882-scaled-290x150-c.jpg,rocca-al-mare 23.06.2005,3
9160,A. Le Coq Beer Museum,https://muuseumikaart.ee/en/museums/a-le-coq-beer-museum/,"Laulupeo pst 15, Tartu",Tartu,58.3855871,26.7070749,https://muuseumikaart.ee/wp-content/uploads/fly-images/18597/Olle-tootmine-samm-sammult_-Jaak-Janes-1-290x150-c.jpg,Õlle tootmine samm-sammult_ Jaak Jänes,2
9173,Rakvere Town Citizen’s Home Museum,https://muuseumikaart.ee/en/museums/rakvere-town-citizens-home-museum/,"Pikk 50, Rakvere, Lääne-Virumaa",Rakvere,59.3447857,26.3549313,https://muuseumikaart.ee/wp-content/uploads/fly-images/629/744e584a4c102839a221a830453bbc62-290x150-c.jpg,,7
9175,Estonian Museum of Architecture,https://muuseumikaart.ee/en/museums/estonian-museum-of-architecture/,"Ahtri 2, Tallinn",Tallinn,59.4403187,24.7562603,https://muuseumikaart.ee/wp-content/uploads/fly-images/17600/Uuri-ruumi-4-F-Liisi-Anvelt-scaled-290x150-c.jpg,Uuri ruumi 4 F Liisi Anvelt,3
9181,The Viimsi Open Air Museum,https://muuseumikaart.ee/en/museums/viimsi-open-air-museum/,"Rohuneeme tee 53a, Pringi, Viimsi vald, Harjumaa",Pringi,59.52469019999999,24.7982042,https://muuseumikaart.ee/wp-content/uploads/fly-images/144/d64d7d3b90caa587756581dd89d06d7d-290x150-c.jpg,,11
9189,The Kassari Museum House,https://muuseumikaart.ee/en/museums/kassari-exhibition-house/,"Kassari küla, Hiiumaa",Kassari village,58.7899646,22.8251612,https://muuseumikaart.ee/wp-content/uploads/fly-images/21586/4624b784840daa3aad70a972a248e871-1-290x150-c.jpg,4624b784840daa3aad70a972a248e871,9
9203,Estonian Agricultural Museum,https://muuseumikaart.ee/en/museums/estonian-agricultural-museum/,"Pargi 4, Ülenurme, Tartumaa",Ülenurme,58.3165624,26.7243878,https://muuseumikaart.ee/wp-content/uploads/fly-images/3232/6dc330be494c9d7f90ca0f209b430940-290x150-c.jpg,,3
9213,Natural History Museum of the University of Tartu,https://muuseumikaart.ee/en/museums/university-of-tartu-natural-history-museum/,"Vanemuise 46, Tartu",Tartu,58.37336680000001,26.7162646,https://muuseumikaart.ee/wp-content/uploads/fly-images/689/7c4393373efb493133de1f8ff5c6cf21-290x150-c.jpg,,6
9217,Museum of New Art in Pärnu,https://muuseumikaart.ee/en/museums/museum-of-new-art/,"Rüütli 40a, Pärnu",Pärnu,58.3916898,24.4952895,https://muuseumikaart.ee/wp-content/uploads/fly-images/20256/UueKunstiMuuseum_sisevaade_foto_Marie_Virta-290x150-c.jpg,Marie Virta,6
9221,The Carl Robert Jakobson Farm Museum,https://muuseumikaart.ee/en/museums/jakobson-farm-museum/,"Kurgja küla, Põhja-Pärnumaa vald, Pärnumaa",Kurgja,58.6632324,25.2496477,https://muuseumikaart.ee/wp-content/uploads/fly-images/712/047059e4e2b9e3bb4652b0aff5e111db-290x150-c.jpg,,8
9223,The Koidula Museum,https://muuseumikaart.ee/en/museums/the-koidula-museum/,"J. V. Jannseni 37, Pärnu",Pärnu,58.3908303,24.4849947,https://muuseumikaart.ee/wp-content/uploads/fly-images/16507/Kroonlinna-tuba_koidula_muuseum_Marie-Rosalie-Hanni-290x150-c.jpg,Kroonlinna tuba_koidula_muuseum_Marie Rosalie Hanni,9
9225,The University of Tartu Museum,https://muuseumikaart.ee/en/museums/the-university-of-tartu-museum/,"Lossi 25, Tartu",Tartu,58.38023319999999,26.7154038,https://muuseumikaart.ee/wp-content/uploads/fly-images/726/0b5acec0509f89baee83456110bfd8fc-290x150-c.jpg,,11
9229,Tallinn City Life Museum,https://muuseumikaart.ee/en/museums/tallinn-city-life-museum/,"Vene 17, Tallinn",Tallinn,59.43696079999999,24.7535746,https://muuseumikaart.ee/wp-content/uploads/fly-images/3570/f9e1fe694e10a911370acd91ebf45c89-290x150-c.jpg,,8
9231,The Rudolf Tobias House Museum,https://muuseumikaart.ee/en/museums/rudolf-tobias-house-museum/,"Selja, Hiiumaa",Selja,58.82265270000001,22.7307851,https://muuseumikaart.ee/wp-content/uploads/fly-images/18037/H2A9158-290x150-c.jpg,_H2A9158,10
9233,The Valga Museum,https://muuseumikaart.ee/en/museums/the-valga-museum/,"Vabaduse 8, Valga",Valga,57.7770516,26.0373925,https://muuseumikaart.ee/wp-content/uploads/fly-images/20414/Foto-Marju-Rebane-1-2-290x150-c.jpg,Foto Marju Rebane (1),11
9239,Karilatsi Open Air Museum,https://muuseumikaart.ee/en/museums/karilatsi-open-air-museum/,"Karilatsi, Kanepi vald, Põlvamaa",Karilatsi,58.1143298,26.9185288,https://muuseumikaart.ee/wp-content/uploads/fly-images/758/39bb2f34e94b99352602ac5ceaff5be3-290x150-c.jpg,Karilatsi vabaõhumuuseum,5
9241,The Mihkli Farm Museum in Hiiumaa,https://muuseumikaart.ee/en/museums/mihkli-farm-museum/,"Malvaste, Hiiumaa",Malvaste,59.0185138,22.5963618,https://muuseumikaart.ee/wp-content/uploads/fly-images/762/c277b680163ea95d4ee8508acc2f29ac-290x150-c.jpg,Mihkli talumuuseum,9
9244,Obinitsa  Museum,https://muuseumikaart.ee/en/museums/obinitsa-museum/,"Muuseumi 10, Obinitsa, Setomaa vald, Võrumaa",Obinitsa,57.8097469,27.4427952,https://muuseumikaart.ee/wp-content/uploads/fly-images/21356/SUUR-290x150-c.jpg,SUUR,7
9246,Museum of Puppetry Arts,https://muuseumikaart.ee/en/museums/museum-of-puppetry-arts/,"Nunne 4, Tallinn",Tallinn,59.4383967,24.7434074,https://muuseumikaart.ee/wp-content/uploads/fly-images/17235/Nukuteatrimuuseum-Foto_Mattias_Malk-2-scaled-290x150-c.jpg,Nukuteatrimuuseum Foto_Mattias_Malk (2),6
9254,The Oskar Luts House Museum,https://muuseumikaart.ee/en/museums/oskar-luts-house-museum/,"Riia 38, Tartu",Tartu,58.36864,26.7102072,https://muuseumikaart.ee/wp-content/uploads/fly-images/789/f99ef6242b6a9ce89a6b4422e0562d2d-290x150-c.jpg,,10
9260,Harju County Museum,https://muuseumikaart.ee/en/museums/harju-county-museum/,"Linnuse 9, Keila, Harjumaa",Keila,59.3039888,24.4397614,https://muuseumikaart.ee/wp-content/uploads/fly-images/3927/9b046e31e6e4c600969550d7427fe15a-290x150-c.jpg,,4
9262,Seaplane Harbour – The Estonian Maritime Museum,https://muuseumikaart.ee/en/museums/seaplane-harbour-estonian-maritime-museum/,"Vesilennuki 6, Tallinn",Tallinn,59.45254190000001,24.7360424,https://muuseumikaart.ee/wp-content/uploads/fly-images/20229/Lembit-scaled-290x150-c.jpg,Lembit,8
